percent_cycle,knee_mean,knee_sd,hip_mean,hip_sd,ankle_mean,ankle_sd
0.0,104.7580232561357,1.596733339212126,39.09791199813463,1.2619314237516435,145.06838837739747,1.9838682719468494
1.0101010101010102,104.54592967723015,1.647361204476019,39.29939206769549,1.337052757121095,144.88473260033157,2.0723644076282866
2.0202020202020203,104.33383609832464,1.7031745609790716,39.50087213725636,1.419471434335672,144.70107682326562,2.1666314295068094
3.0303030303030303,104.19721648143086,1.7632901167774773,39.59685242729105,1.500285577614046,144.61402335698608,2.2415864256818554
4.040404040404041,104.13206887274241,1.8246191273569952,39.59389830533581,1.5776692565525479,144.61774835243227,2.297860102572933
5.050505050505051,104.07487533060414,1.8918678742522528,39.580008048367155,1.6595080246106904,144.6302935040685,2.3562444137431955
6.0606060606060606,104.17059398438954,1.9549754310777336,39.36391887182791,1.7267673387590539,144.8045359390315,2.365916192209595
7.070707070707071,104.2696663457434,2.02110299349833,39.14349362066745,1.7977473248218587,144.98195223436585,2.378630140611977
8.080808080808081,104.46636205343584,2.0861351763986424,38.797353591587665,1.8625148950343857,145.23666291678097,2.3648119226525015
9.090909090909092,104.74521968521576,2.1447790688676944,38.3460083930912,1.9227000586158034,145.55430856901498,2.328774581407736
10.101010101010102,105.04236495226097,2.2075401373939116,37.87312997370272,1.9837744960760049,145.88140274318738,2.2920165864024113
11.111111111111112,105.50080056916802,2.250532154911634,37.214397198060894,2.0255178456632925,146.28683748097143,2.214693414370253
12.121212121212121,105.96641974048829,2.2953843045267197,36.546996556469246,2.0706020698874963,146.69505622348368,2.1386423305066513
13.131313131313131,106.53472502125932,2.330074609556064,35.765983351104616,2.0936959935751256,147.1232489945561,2.0457331256633653
14.141414141414142,107.17804557007449,2.3522372096245134,34.90466563315498,2.103919878931287,147.56385595298258,1.9390163181874986
15.151515151515152,107.84402702972757,2.375824572504401,34.02001803383526,2.1136560733325864,148.0012760860672,1.832239728270914
16.161616161616163,108.62870706892294,2.3745534258697205,33.017135002608214,2.1036481524074513,148.4203600566265,1.7123165572212002
17.171717171717173,109.42242682864145,2.3745071652195144,32.00560205000262,2.0958772986492082,148.83654447712672,1.5927649579901348
18.181818181818183,110.28075531917179,2.3629764106302757,30.93076296170771,2.0742401845037497,149.21401936608018,1.4736541671857384
19.191919191919194,111.180142909577,2.3409458492632322,29.815889408510287,2.044959337102527,149.5636292345006,1.3553050753875726
20.202020202020204,112.09290380677797,2.319104502610302,28.688298460977183,2.015053447128847,149.89484847738922,1.238710076870307
21.212121212121215,113.04900319106879,2.282365123352784,27.517265072437286,1.975540809185384,150.16001598782879,1.133277317609095
22.222222222222225,114.00929491621343,2.245629651935814,26.34085335811204,1.9363808135388814,150.41530927565626,1.0301963103832197
23.232323232323235,114.98109289009454,2.203257723276798,25.158900630006123,1.8874206381801295,150.61447331618126,0.9367576157266481
