Frame,Marker,Marker_Name,X,Y,Z,Valid
1,1,pHipOrigin,0.0,0.0,1249.9710693359375,1.0
1,2,pRightASI,105.4321060180664,-132.92453002929688,1304.4219970703125,1.0
1,3,pLeftASI,92.8202896118164,131.45648193359375,1326.442626953125,1.0
1,4,pRightCSI,89.15018463134766,-118.11064910888672,1384.296875,1.0
1,5,pLeftCSI,78.6737060546875,102.2291030883789,1402.5806884765625,1.0
1,6,pRightIschialTub,-70.13236999511719,-55.985782623291016,1214.4710693359375,1.0
1,7,pLeftIschialTub,-75.33724212646484,54.1840934753418,1223.6796875,1.0
1,8,pSacrum,-53.11642837524414,-6.205813884735107,1294.61279296875,1.0
1,9,pL5SpinalProcess,19.55164909362793,-8.341147422790527,1374.7545166015625,1.0
1,10,pL3SpinalProcess,112.1717529296875,-12.94546127319336,1458.966796875,1.0
1,11,pT12SpinalProcess,200.5211944580078,-17.48304557800293,1532.0352783203125,1.0
1,12,pIJ,474.5111999511719,-21.953901290893555,1483.990234375,1.0
1,13,pT4SpinalProcess,389.09783935546875,-25.89092254638672,1624.388427734375,1.0
1,14,pT8SpinalProcess,297.2117614746094,-21.953901290893555,1591.290771484375,1.0
1,15,pPX,351.0622253417969,-16.482107162475586,1433.6097412109375,1.0
1,16,pC7SpinalProcess,437.87689208984375,-28.560089111328125,1641.6046142578125,1.0
1,17,pTopOfHead,695.1178588867188,-36.96796417236328,1762.7847900390625,1.0
1,18,pRightAuricularis,616.8445434570312,-109.96968841552734,1678.6392822265625,1.0
1,19,pLeftAuricularis,614.0419311523438,45.3758430480957,1690.783935546875,1.0
1,20,pBackOfHead,572.6030883789062,-36.50086212158203,1728.218994140625,1.0
1,21,pRightAcromion,417.92486572265625,-235.68746948242188,1558.1263427734375,1.0
1,22,pLeftAcromion,441.1466064453125,183.4385223388672,1617.915771484375,1.0
1,23,pRightArmLatEpicondyle,457.9623718261719,-220.2730255126953,1235.7576904296875,1.0
1,24,pRightArmMedEpicondyle,424.9981384277344,-157.01376342773438,1230.9532470703125,1.0
1,25,pLeftArmLatEpicondyle,498.2000732421875,151.47523498535156,1291.3431396484375,1.0
1,26,pLeftArmMedEpicondyle,455.093017578125,94.75543975830078,1285.73779296875,1.0
1,27,pRightUlnarStyloid,620.1142578125,-162.01844787597656,1031.8333740234375,1.0
1,28,pRightRadialStyloid,659.1508178710938,-172.29473876953125,1069.20166015625,1.0
1,29,pRightOlecranon,423.19647216796875,-185.90750122070312,1214.8714599609375,1.0
1,30,pLeftUlnarStyloid,630.1903686523438,38.7696533203125,1082.7476806640625,1.0
1,31,pLeftRadialStyloid,673.631103515625,49.04594802856445,1114.9111328125,1.0
1,32,pLeftOlecranon,456.5610656738281,120.17925262451172,1272.658935546875,1.0
1,33,pRightTopOfHand,793.5433959960938,-248.63291931152344,948.2216796875,1.0
1,34,pRightPinky,707.99658203125,-203.72418212890625,953.7601928710938,1.0
1,35,pRightBallHand,664.2222900390625,-167.890625,1011.8812866210938,1.0
1,36,pLeftTopOfHand,813.1618041992188,45.24238586425781,977.2488403320312,1.0
1,37,pLeftPinky,719.9411010742188,27.892797470092773,996.400146484375,1.0
1,38,pLeftBallHand,673.0972290039062,25.557275772094727,1062.595458984375,1.0
1,39,pRightGreaterTrochanter,-2.268792152404785,-168.95828247070312,1219.2088623046875,1.0
1,40,pRightKneeLatEpicondyle,134.32583618164062,-213.39991760253906,817.36572265625,1.0
1,41,pRightKneeMedEpicondyle,155.07861328125,-133.79200744628906,808.8244018554688,1.0
1,42,pRightPatella,186.90843200683594,-179.76841735839844,831.3121337890625,1.0
1,43,pLeftGreaterTrochanter,5.071417808532715,171.9611053466797,1254.1749267578125,1.0
1,44,pLeftKneeLatEpicondyle,367.4108581542969,265.5821533203125,1049.0494384765625,1.0
1,45,pLeftKneeMedEpicondyle,388.6974792480469,186.5747833251953,1037.2384033203125,1.0
1,46,pLeftPatella,398.7735900878906,222.60855102539062,1084.482666015625,1.0
1,47,pRightTibialTub,198.65277099609375,-188.57666015625,775.79345703125,1.0
1,48,pRightLatMalleolus,94.35506439208984,-213.80029296875,370.947509765625,1.0
1,49,pRightMedMalleolus,113.43960571289062,-150.40757751464844,367.5443115234375,1.0
1,50,pLeftTibialTub,406.24725341796875,238.62355041503906,993.1971435546875,1.0
1,51,pLeftLatMalleolus,146.47055053710938,207.3275604248047,666.22412109375,1.0
1,52,pLeftMedMalleolus,170.42633056640625,145.8699951171875,659.7514038085938,1.0
1,53,pRightHeelFoot,43.107051849365234,-153.81076049804688,295.00970458984375,1.0
1,54,pRightFirstMetatarsal,215.06814575195312,-127.4527359008789,259.7767028808594,1.0
1,55,pRightFifthMetatarsal,203.1903533935547,-207.92813110351562,238.82373046875,1.0
1,56,pRightPivotFoot,232.21754455566406,-168.35772705078125,243.29458618164062,1.0
1,57,pRightHeelCenter,82.61072540283203,-156.88031005859375,284.3330383300781,1.0
1,58,pRightToe,312.4927673339844,-174.56353759765625,221.60760498046875,1.0
