Frame,Marker,Marker_Name,X,Y,Z,Valid
1,1,pHipOrigin,0.0,0.0,1249.983642578125,1.0
1,2,pRightASI,120.30107879638672,-126.43956756591797,1285.9471435546875,1.0
1,3,pLeftASI,91.34341430664062,135.1802520751953,1321.643798828125,1.0
1,4,pRightCSI,112.29434967041016,-115.96410369873047,1367.749267578125,1.0
1,5,pLeftCSI,88.20744323730469,102.01905059814453,1397.4407958984375,1.0
1,6,pRightIschialTub,-69.52508544921875,-59.783565521240234,1220.025146484375,1.0
1,7,pLeftIschialTub,-81.60189819335938,49.24137496948242,1234.8375244140625,1.0
1,8,pSacrum,-46.972801208496094,-12.010090827941895,1299.9588623046875,1.0
1,9,pL5SpinalProcess,34.42892837524414,-11.142695426940918,1371.4189453125,1.0
1,10,pL3SpinalProcess,136.8483123779297,-13.744881629943848,1443.6796875,1.0
1,11,pT12SpinalProcess,233.7964324951172,-16.880849838256836,1505.0645751953125,1.0
1,12,pIJ,499.2861633300781,-11.743200302124023,1422.328369140625,1.0
1,13,pT4SpinalProcess,432.8303527832031,-22.285390853881836,1572.321044921875,1.0
1,14,pT8SpinalProcess,337.4168395996094,-19.883373260498047,1551.503662109375,1.0
1,15,pPX,370.2444152832031,-8.00672721862793,1388.5,1.0
1,16,pC7SpinalProcess,484.0733947753906,-23.419677734375,1583.3970947265625,1.0
1,17,pTopOfHead,758.7708740234375,-51.710113525390625,1657.7928466796875,1.0
1,18,pRightAuricularis,659.15380859375,-113.82897186279297,1588.8682861328125,1.0
1,19,pLeftAuricularis,674.433349609375,40.500694274902344,1603.9476318359375,1.0
1,20,pBackOfHead,632.6649169921875,-38.23212432861328,1647.1839599609375,1.0
1,21,pRightAcromion,463.2558898925781,-228.92567443847656,1500.927734375,1.0
1,22,pLeftAcromion,467.65960693359375,191.69439697265625,1566.249267578125,1.0
1,23,pRightArmLatEpicondyle,465.85809326171875,-183.55422973632812,1182.460205078125,1.0
1,24,pRightArmMedEpicondyle,443.5059814453125,-116.09754943847656,1189.9998779296875,1.0
1,25,pLeftArmLatEpicondyle,489.8115539550781,141.1185760498047,1240.6424560546875,1.0
1,26,pLeftArmMedEpicondyle,452.6470031738281,80.20072174072266,1244.0452880859375,1.0
1,27,pRightUlnarStyloid,665.2255859375,-190.8937225341797,1020.0570678710938,1.0
1,28,pRightRadialStyloid,696.71875,-190.22650146484375,1065.16162109375,1.0
1,29,pRightOlecranon,439.7695007324219,-152.72833251953125,1163.37744140625,1.0
1,30,pLeftUlnarStyloid,662.95703125,35.02943420410156,1067.0299072265625,1.0
1,31,pLeftRadialStyloid,698.787109375,41.36809158325195,1108.331298828125,1.0
1,32,pLeftOlecranon,454.7821044921875,109.82560729980469,1221.5596923828125,1.0
1,33,pRightTopOfHand,837.3702392578125,-286.5741271972656,958.2718505859375,1.0
1,34,pRightPinky,750.76416015625,-243.60467529296875,954.8689575195312,1.0
1,35,pRightBallHand,705.7930297851562,-198.2332305908203,1004.8442993164062,1.0
1,36,pLeftTopOfHand,856.9866943359375,62.58591842651367,991.8333740234375,1.0
1,37,pLeftPinky,762.9076538085938,40.10036087036133,994.7024536132812,1.0
1,38,pLeftBallHand,707.6612548828125,26.288755416870117,1052.4176025390625,1.0
1,39,pRightGreaterTrochanter,12.944209098815918,-168.07455444335938,1214.1534423828125,1.0
1,40,pRightKneeLatEpicondyle,143.72076416015625,-192.96212768554688,808.679443359375,1.0
1,41,pRightKneeMedEpicondyle,154.19622802734375,-111.36023712158203,800.339111328125,1.0
1,42,pRightPatella,192.02801513671875,-153.128662109375,821.6236572265625,1.0
1,43,pLeftGreaterTrochanter,4.937481880187988,170.14295959472656,1264.66259765625,1.0
1,44,pLeftKneeLatEpicondyle,387.5923156738281,250.0767822265625,1093.5855712890625,1.0
1,45,pLeftKneeMedEpicondyle,404.67333984375,170.61001586914062,1078.5728759765625,1.0
1,46,pLeftPatella,413.28057861328125,203.17071533203125,1128.5482177734375,1.0
1,47,pRightTibialTub,197.96633911132812,-156.731689453125,759.3713989257812,1.0
1,48,pRightLatMalleolus,37.23128128051758,-166.53993225097656,372.7131652832031,1.0
1,49,pRightMedMalleolus,47.43986129760742,-101.0182113647461,372.51300048828125,1.0
1,50,pLeftTibialTub,434.6985778808594,220.71878051757812,1041.541748046875,1.0
1,51,pLeftLatMalleolus,231.06080627441406,233.39610290527344,675.767822265625,1.0
1,52,pLeftMedMalleolus,247.87493896484375,169.47572326660156,670.2297973632812,1.0
1,53,pRightHeelFoot,-39.63330078125,-111.89401245117188,319.8020324707031,1.0
1,54,pRightFirstMetatarsal,111.29351043701172,-62.65264129638672,240.40199279785156,1.0
1,55,pRightFifthMetatarsal,103.62039947509766,-143.5205841064453,218.91726684570312,1.0
1,56,pRightPivotFoot,127.907470703125,-100.61787414550781,217.51609802246094,1.0
